date_time,user_name,changeset,action,element,places_id,version,source_id
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292729,1,{97D05CE1-23C0-4EB0-B270-30CF15EBF16B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292738,1,{8CF9C07E-39A0-4717-B85F-174EFD1843E1}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292745,1,{0FAC6D50-0BFF-470D-B2B7-0D1C75BF92E1}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292760,1,{E53A3D29-55E0-4B60-88AD-70E7A6A45D08}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292727,1,{D64A3CDC-08B5-4DB5-B638-B5B1F7675BCA}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292759,1,{3DBCFB71-CA71-499E-834F-95DB1AD9CFCF}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292724,1,{9951F916-97BC-4E2C-B780-11B7CB19C46D}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292770,1,{3EB9E8A2-5FF4-4023-ABA9-C8D81D5DA53A}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292736,1,{B639573A-C9DE-4F57-A9DE-3C5AB7C10AFE}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292732,1,{E34DCA59-ECFE-4B89-A76F-04F1043056AA}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292726,1,{8B437E78-C15F-4EB8-A134-E6D786A8A78B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292734,1,{9D2CB436-0833-4C16-A6E0-D564C2BC57A7}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292740,1,{34A586EB-4C28-4C4C-9912-CA117FA20501}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292757,1,{914C9CFD-557D-4514-8659-4BB8C4AEEA8E}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292733,1,{FDC56E62-DB1F-413F-9A6C-55F0BC4C6438}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292750,1,{707DFD7A-EEA3-49D5-9966-0B85CAC40062}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292747,1,{7F712673-1F58-469A-9847-D9796B775A38}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292767,1,{4C27E4C6-213B-4783-9F1A-AD614903C482}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292718,1,{CEA90C0D-E4E2-457B-B583-0EC4D63C8277}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292739,1,{FE91177C-DBDB-4C12-A8AF-7F2B184D169F}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292772,1,{7CD3B72E-6381-4754-8F9E-CCCCCB22A619}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292717,1,{FD342D6A-283D-45C3-BCC1-C796A252B864}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292721,1,{2681E4D6-EBB3-4EE5-9A45-C2AE42D59803}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292749,1,{C9D8A3D0-1113-4D7B-BC43-B1F052B7A275}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292746,1,{9BADE019-EA7D-4606-8716-E4F81BE10892}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292751,1,{4CA1E8EC-FB7B-4B0E-BCAB-53C3B7293953}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559057,1,{D83117C2-5217-4739-9264-B9D224BD6111}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292728,1,{DD2A25A4-91C7-407B-9E9E-7812C0256A51}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292731,1,{A85D7757-69A6-441E-84B8-317C6B5B418F}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292758,1,{15FA0DC2-8B7C-4A90-A79E-B58DDA9F2181}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292775,1,{DD7A1D6C-2636-4D1B-9057-78C3C10DA2A1}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292725,1,{A155DBDE-280C-47F6-8E4E-3AD7BCD19595}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292743,1,{6C6A4A0E-73B7-4AF5-851C-91CE368D170A}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292766,1,{FDAD5262-3FDA-460B-AECD-D51F1BF6165D}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292754,1,{2E83C019-009D-4ADE-A518-A5CA098B94D8}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292735,1,{65B12DAB-4B5F-480A-8BD3-57C4B0932625}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292737,1,{46F0E74E-6960-4786-9C6E-18E9709B40F2}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292752,1,{C13282B4-BE60-44F5-99C7-A9520799B73F}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292753,1,{982EAF4B-003E-4A1B-BE20-2BFF02B314E1}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292722,1,{B0FED533-2950-4DCB-AB72-A852F530286D}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292765,1,{1D5B411A-9508-43A2-8AB6-00941C8A6B4A}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292723,1,{2FA9E863-AD11-4A76-A0E7-9318E8C8BB1B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292776,1,{AE5EA7C1-86FC-400E-8A80-B4ACF76890E2}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559056,1,{73F59750-3CCB-436B-8DCD-8F0BE4A2EAAF}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292720,1,{6369CBF7-AFFB-4DE6-ABEB-F0E6256D64A7}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559058,1,{70D3297B-9148-4965-8578-044818AC4ACA}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292769,1,{045CEA1C-D8F4-406E-875E-C42D206ED0C4}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292719,1,{C917B817-EDC6-41D8-84F8-0B4283A7E843}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292768,1,{A5065BD7-5F27-4965-8D93-AAD1C020504B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292742,1,{18EB1DFF-BF8F-49CF-BEB9-63BF68B38C41}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292744,1,{BFCF85F4-43B1-4C09-9E86-7576512B1A09}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292716,1,{1EC9E96A-8AF3-4281-B9D7-F7E336B0F2C1}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292730,1,{E663A4D3-90E9-472F-A5B8-AC33D15328DE}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292771,1,{3015EFC4-B48A-49AF-ADD7-668D13BD3ED4}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292748,1,{7A84CDB9-C879-4A17-A896-9EFCFCC12E0C}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,relation,3559059,1,{86B65FDF-99A7-4D28-8746-FA59191B9D2B}
2015-09-29 14:14:55.636000,RESarwas,34237692,create,way,372292741,1,{B265AAC2-5091-4B17-8203-D81535FBEA98}
